-0.53	-0.18	9.55	0.04	0.03	-0.03	
-0.50	-0.53	9.72	0.06	0.00	-0.04	
-0.38	-0.02	9.95	0.12	-0.01	-0.01	
-0.47	-0.27	9.78	0.09	0.03	-0.01	
-0.40	-0.28	9.63	0.08	0.09	-0.02	
-0.25	-0.17	9.64	0.09	0.10	-0.02	
-0.54	0.06	10.20	0.07	0.05	-0.00	
-0.36	-0.30	9.50	-0.00	0.11	-0.02	
-0.34	-0.18	9.64	0.09	0.04	-0.02	
-0.46	-0.18	9.86	0.06	0.05	-0.00	
-0.43	-0.41	9.55	0.12	0.06	-0.01	
-0.11	0.15	9.74	0.07	-0.00	-0.01	
-0.24	-0.25	9.73	0.03	0.06	-0.02	
-0.46	-0.10	9.73	0.07	-0.04	0.01	
-0.48	-0.15	9.77	0.11	0.05	-0.01	
-0.36	0.09	9.95	0.07	0.07	-0.01	
-0.43	-0.04	9.87	0.08	0.04	-0.02	
-0.21	-0.30	9.56	0.04	0.03	0.00
